,year,doy,hourmin,temperature,humidity,pressure,wind,firecount
5549,2016,301,1100,285.54,77.0,962.0,0.0,F
2921,2017,60,1000,281.88,81.0,1024.0,1.0,F
5460,2015,149,200,295.42,53.0,1025.0,1.0,F
2303,2014,78,500,288.87,72.0,1013.0,0.0,F
2606,2015,246,1300,290.83,68.0,1013.0,1.0,F
2526,2014,183,700,291.85,82.0,1009.0,0.0,F
1647,2016,303,2200,297.31,56.0,961.0,1.0,F
5966,2016,237,0,301.59,64.0,1016.0,4.0,F
4306,2016,263,2000,309.26,22.0,1015.0,2.0,F
558,2017,190,300,302.22,61.0,1009.0,4.0,F
2485,2014,83,800,286.51,77.0,1019.0,0.0,F
5893,2017,236,900,291.92,82.0,1013.0,0.0,F
3835,2017,220,1600,294.46,83.0,1014.0,0.0,F
3431,2016,107,1100,290.3,22.0,1015.0,1.0,F
1897,2015,24,1000,285.3,25.0,1034.0,3.0,F
3818,2015,38,100,289.18,58.0,1031.0,1.0,F
4288,2016,200,1100,286.41,72.0,961.0,0.0,F
3976,2017,270,600,293.3,73.0,1009.0,0.0,F
2443,2016,326,600,286.76,93.0,1014.0,2.0,F
3335,2015,11,1100,283.73,92.0,1029.0,1.0,F
1413,2015,182,900,295.04,88.0,1011.0,0.0,F
3867,2014,119,200,295.68,46.0,1012.0,0.0,F
3322,2015,197,1000,291.84,73.0,1014.0,0.0,F
540,2016,176,800,291.57,90.0,1014.0,0.0,F
647,2016,351,2300,287.27,58.0,1010.0,11.0,F
4990,2016,27,1000,283.65,37.0,1024.0,1.0,F
1794,2015,102,900,279.89,77.0,1026.0,0.0,F
